Depth;LFP_RHOB_B;LFP_RHOB_G;LFP_RHOB_O;LFP_RHOB_V;LFP_VP_B;LFP_VP_G;LFP_VP_O;LFP_VP_V;LFP_VS_B;LFP_VS_G;LFP_VS_O;LFP_VS_V;Vp_50oil50water;Vs_50oil50water;Rho_50oil50water;Vp_20oil80water;Vs_20oil80water;Rho_20oil80water;Vp_80oil20water;Vs_80oil20water;Rho_80oil20water;Vp_50oil50gas;Vs_50oil50gas;Rho_50oil50gas
1781.9096;2.1031;1.8291;2.0623;2.069;3068.4448;2913.5429;2978.4315;2987.5085;1596.428;1711.8654;1612.1474;1609.5296;3010.1473;1604.6525;2.0815;3044.589;1599.5778;2.0947;2986.4032;1609.7758;2.0683;2837.8639;1665.605;1.9319
1782.062;2.1078;1.8359;2.0673;2.0741;3084.4434;2933.0951;2995.5478;3004.6997;1604.4714;1719.0877;1620.0965;1617.4333;3026.8798;1612.3637;2.0865;3060.875;1607.3174;2.0997;3003.4709;1617.4578;2.0734;2857.5647;1672.9797;1.9381
1782.2144;2.1086;1.8382;2.0683;2.0752;3098.2794;2950.6065;3010.8669;3019.9909;1619.0493;1734.0527;1634.7342;1632.0288;3041.5595;1627.1646;2.0873;3075.066;1622.0971;2.1004;3018.5228;1632.2799;2.0742;2875.5648;1687.9553;1.9396
1782.3668;2.1082;1.8397;2.0683;2.0752;3102.158;2955.7111;3016.0796;3025.2506;1623.6274;1737.9945;1639.2538;1636.5159;3045.9494;1631.9541;2.0869;3079.0278;1626.9129;2.0998;3023.2289;1637.0423;2.0739;2882.991;1692.2489;1.9408
1782.5192;2.1071;1.8401;2.0673;2.0743;3102.1998;2955.8724;3016.6746;3025.9093;1623.9382;1737.7303;1639.4303;1636.6726;3045.8806;1632.2867;2.0853;3078.6291;1627.2712;2.0982;3023.3682;1637.3515;2.0725;2885.4867;1692.1927;1.9404
1782.6716;2.1106;1.8472;2.0714;2.0786;3100.2474;2948.3945;3014.4498;3024.2782;1623.8704;1735.7806;1639.1948;1636.3618;3043.9022;1632.2463;2.0892;3076.8502;1627.3002;2.1019;3021.1952;1637.2357;2.0764;2880.7316;1691.1401;1.9461
1782.824;2.115;1.8525;2.0759;2.0834;3095.429;2936.7854;3007.4141;3017.9364;1623.275;1734.4764;1638.494;1635.5737;3037.8004;1631.4774;2.0937;3071.5192;1626.5596;2.1064;3014.481;1636.4402;2.081;2868.7304;1690.1004;1.951
1782.9764;2.1164;1.8529;2.0771;2.0848;3095.6446;2936.473;3006.9817;3017.8036;1622.8452;1734.2035;1638.0568;1635.0414;3037.4838;1631.0101;2.0953;3071.4878;1626.0886;2.108;3013.95;1635.9766;2.0826;2866.0686;1689.8073;1.9522
1783.1288;2.1144;1.8453;2.0743;2.0823;3102.2132;2952.5855;3013.8769;3024.6385;1619.3475;1733.9175;1634.9712;1631.8744;3045.1237;1627.5691;2.0934;3078.9086;1622.5403;2.1064;3021.8588;1632.6453;2.0804;2876.8697;1687.8943;1.9464
1783.2812;2.1144;1.8453;2.0743;2.0824;3104.8958;2957.5912;3017.5955;3028.576;1616.4213;1729.9725;1631.9163;1628.7359;3048.5021;1624.5158;2.0933;3081.9555;1619.4977;2.1063;3025.4972;1629.5768;2.0803;2882.5518;1684.7402;1.9464
1783.4336;2.1159;1.8499;2.0763;2.0846;3106.1675;2957.6584;3019.2728;3030.6342;1616.4709;1729.0615;1631.8527;1628.6229;3049.7164;1624.5212;2.0948;3083.0291;1619.5634;2.1077;3026.7792;1629.5289;2.082;2884.1564;1683.901;1.9497
1783.586;2.1215;1.8579;2.0823;2.0907;3108.3379;2955.4482;3020.5388;3032.3577;1619.2198;1730.2747;1634.4133;1631.1224;3051.4115;1627.1384;2.1007;3085.0554;1622.2299;2.1135;3028.1865;1632.0916;2.088;2882.8528;1685.8731;1.9569
1783.7384;2.1255;1.8636;2.0865;2.0951;3113.1458;2959.028;3025.4165;3037.6024;1619.4961;1729.5583;1634.5639;1631.2492;3055.794;1627.6735;2.1048;3089.2933;1622.8081;2.1174;3032.6583;1632.583;2.0921;2888.0606;1685.8363;1.962
1783.8908;2.1269;1.8642;2.0878;2.0964;3128.1116;2985.7082;3043.0124;3054.7924;1615.6855;1725.8426;1630.7629;1627.3946;3072.8722;1623.5667;2.1064;3105.5231;1618.6999;2.1191;3050.4318;1628.4777;2.0938;2911.2961;1681.8772;1.9629
1784.0432;2.1231;1.86;2.0839;2.0926;3130.9191;2992.577;3047.1702;3058.9372;1616.5739;1727.1331;1631.7027;1628.277;3076.6024;1624.3537;2.1023;3108.707;1619.4707;2.115;3054.5908;1629.2811;2.0897;2919.6902;1682.7674;1.9589
1784.1956;2.1191;1.8541;2.0796;2.0887;3127.8136;2990.1172;3044.0244;3056.1088;1619.7638;1731.5353;1635.0481;1631.5133;3073.0231;1627.8908;2.0981;3105.1666;1622.9516;2.1109;3051.0023;1632.8754;2.0853;2916.4616;1687.0004;1.9536
1784.348;2.1172;1.8512;2.0776;2.087;3127.619;2992.2593;3044.3182;3056.7013;1616.6036;1728.8482;1631.9445;1628.2605;3073.4504;1624.7148;2.0962;3105.3703;1619.761;2.1091;3051.6174;1629.7144;2.0834;2918.9899;1684.0349;1.9512
1784.5004;2.1137;1.8446;2.0736;2.0833;3109.4888;2968.7939;3023.7855;3036.8854;1608.3939;1721.73;1623.8654;1620.0877;3054.7164;1616.5866;2.0926;3087.4789;1611.5929;2.1055;3032.2557;1621.627;2.0796;2894.3828;1676.4881;1.9457
1784.6528;2.1075;1.8328;2.0666;2.0765;3086.0133;2939.0858;2997.4248;3011.0574;1597.2025;1712.7044;1612.9346;1609.085;3028.4522;1605.4422;2.0864;3062.3518;1600.3658;2.0997;3005.1615;1610.5671;2.0731;2860.7024;1666.5372;1.9362
1784.8052;2.1032;1.8265;2.0619;2.0722;3075.1573;2928.3695;2986.2375;3000.2009;1592.5691;1708.9364;1608.4048;1604.4116;3019.0935;1600.7526;2.0817;3053.1691;1595.6418;2.0951;2995.6871;1605.9129;2.0683;2850.049;1662.3291;1.9304
1784.9576;2.1029;1.8263;2.0617;2.0722;3030.9207;2850.8108;2932.9789;2949.3913;1593.5056;1709.8566;1609.3401;1605.2553;2968.628;1601.5321;2.0814;3005.8636;1596.4213;2.0947;2942.7047;1606.6924;2.068;2775.9756;1663.0273;1.9303
1785.11;2.1;1.8244;2.0589;2.0699;3015.8951;2824.0355;2915.2079;2932.6947;1603.1456;1720.0731;1619.0611;1614.7965;2950.8697;1611.3987;2.0785;2989.1575;1606.261;2.0918;2924.09;1616.586;2.0652;2750.3623;1673.1356;1.9279
1785.2624;2.0904;1.8135;2.0492;2.0603;3016.3879;2828.9153;2917.5702;2935.2852;1612.9115;1731.7149;1629.0673;1624.6471;2951.9923;1621.4788;2.0685;2989.7121;1616.2615;2.0819;2925.6604;1626.7468;2.0551;2756.1591;1684.0397;1.9177
1785.4148;2.0833;1.8052;2.0419;2.0534;3020.3454;2842.1862;2925.007;2942.5025;1616.994;1737.0712;1633.3124;1628.7293;2957.6693;1625.7665;2.0609;2994.4158;1620.4996;2.0743;2932.1057;1631.085;2.0474;2768.7683;1688.821;1.9098
1785.5672;2.0838;1.805;2.0422;2.054;3040.4239;2875.2982;2947.8136;2965.2067;1617.5847;1738.0256;1633.9496;1629.2589;2978.88;1626.426;2.0611;3014.5084;1621.1403;2.0746;2954.2304;1631.7636;2.0477;2799.6714;1689.7494;1.9095
1785.7196;2.0898;1.8106;2.0482;2.0605;3075.9184;2931.6722;2987.8997;3004.8562;1615.8814;1736.1042;1632.1942;1627.3036;3018.2408;1624.5534;2.0676;3051.9604;1619.2874;2.0811;2995.1272;1629.8712;2.0541;2853.9791;1687.8193;1.9155
1785.872;2.0967;1.8176;2.0551;2.0679;3093.0048;2955.5315;3006.4812;3023.9108;1614.3952;1733.4519;1630.6766;1625.661;3036.7468;1622.8836;2.075;3069.8667;1617.6323;2.0885;3014.1242;1628.1864;2.0615;2876.7068;1686.0132;1.9223
1786.0244;2.1028;1.8324;2.0625;2.0758;3102.9644;2963.671;3018.5709;3037.1471;1615.9773;1731.6126;1631.6409;1626.382;3047.1636;1624.2168;2.081;3079.5165;1619.1491;2.0941;3025.0227;1629.3321;2.068;2891.3144;1684.9476;1.9339
1786.1768;2.1105;1.8479;2.0714;2.0852;3110.8581;2966.8122;3027.3043;3047.3707;1621.713;1732.9683;1636.9529;1631.5248;3054.9731;1630.0594;2.0891;3087.1051;1625.1341;2.1018;3032.9025;1635.0298;2.0764;2898.9531;1688.6968;1.9465
1786.3292;2.1172;1.8581;2.0786;2.093;3119.7648;2973.3535;3036.0068;3057.6001;1628.9997;1738.8369;1644.0527;1638.3799;3063.7637;1637.0677;2.096;3095.9038;1632.2026;2.1085;3041.6468;1641.9767;2.0835;2907.0711;1694.9339;1.9553
1786.4816;2.1208;1.8639;2.0825;2.0978;3130.3015;2983.1175;3046.8642;3070.0608;1638.2011;1747.4271;1653.1819;1647.1427;3074.042;1646.0924;2.0998;3105.9567;1641.2509;2.1122;3052.0761;1650.977;2.0874;2918.9346;1703.6574;1.9603
1786.634;2.1212;1.8649;2.0831;2.099;3141.732;3004.6166;3061.3818;3085.514;1636.7904;1745.5726;1651.7145;1645.4166;3087.4518;1645.7829;2.1001;3118.45;1640.9575;2.1125;3066.1989;1650.6511;2.0878;2938.4302;1703.0284;1.9613
1786.7864;2.1193;1.8636;2.0812;2.0983;3143.3714;3013.2362;3065.1476;3089.836;1616.2213;1723.7454;1630.9706;1624.3328;3090.0606;1624.1732;2.0983;3119.9751;1619.4122;2.1107;3069.654;1628.9764;2.086;2950.6026;1680.6882;1.9596
1786.9388;2.1177;1.8577;2.079;2.097;3138.4335;3012.6456;3060.0867;3086.3014;1603.6918;1712.2355;1618.5613;1611.596;3085.6125;1611.8536;2.0966;3115.6553;1607.0503;2.1091;3065.1641;1616.7003;2.084;2945.3183;1669.0494;1.9554
1787.0912;2.1162;1.8501;2.0765;2.0957;3128.7536;3003.7587;3048.4206;3076.2801;1591.53;1702.0486;1606.642;1599.3141;3075.1213;1599.5731;2.0951;3105.9849;1594.6928;2.108;3054.1145;1604.4986;2.0823;2930.104;1657.9408;1.9502
1787.2436;2.111;1.8399;2.0706;2.0907;3113.912;2986.2906;3031.4942;3061.3827;1585.8223;1698.7427;1601.2211;1593.4772;3058.9908;1593.9031;2.0895;3090.7386;1588.9338;2.1026;3037.3549;1598.9194;2.0764;2908.5762;1653.4931;1.9417
1787.396;2.1036;1.8269;2.0623;2.0836;3097.0898;2966.505;3012.536;3044.5108;1582.8114;1698.4316;1598.5484;1590.3779;3040.8616;1591.0438;2.082;3073.3393;1585.9648;2.0953;3018.717;1596.1719;2.0686;2886.7434;1652.084;1.9309
1787.5484;2.0918;1.8105;2.0499;2.0721;3070.0648;2932.9857;2983.1828;3017.3042;1579.7992;1698.2879;1595.8831;1587.3019;3012.6288;1588.3016;2.0697;3046.0288;1583.1149;2.0833;2989.8021;1593.5396;2.0561;2852.8806;1650.6882;1.9162
1787.7008;2.0836;1.7992;2.0412;2.0641;3035.2012;2881.8518;2943.7342;2980.7621;1578.1832;1697.9185;1594.4208;1585.6279;2974.2452;1586.777;2.0611;3009.3286;1581.5223;2.0749;2950.1059;1592.0843;2.0474;2802.8399;1649.9901;1.9061
1787.8532;2.0813;1.7953;2.0387;2.062;3018.4013;2855.468;2923.7442;2963.0282;1578.8183;1700.383;1595.287;1586.1843;2955.3847;1587.4404;2.0586;2991.6001;1582.1399;2.0724;2930.3689;1592.7945;2.0447;2776.0468;1651.2338;1.9026
1788.0056;2.0837;1.7989;2.0413;2.0655;3010.3376;2837.0625;2913.4815;2956.7388;1581.9704;1702.1573;1598.3001;1588.9115;2946.5488;1590.5806;2.061;2983.494;1585.2996;2.0748;2920.9371;1595.9145;2.0473;2760.7388;1654.1321;1.9056
1788.158;2.091;1.8138;2.0497;2.0752;3007.4569;2824.5561;2909.6933;2956.8176;1585.5698;1702.2901;1601.4603;1591.6147;2940.6553;1594.0607;2.0688;2978.2363;1588.9297;2.0822;2914.4337;1599.2418;2.0554;2750.3223;1655.5616;1.9179
1788.3104;2.0967;1.8233;2.0559;2.083;3013.7158;2826.7267;2915.8021;2969.0368;1589.0765;1704.1389;1604.7502;1594.3051;2947.1404;1597.4721;2.0747;2984.7641;1592.4097;2.0879;2920.8387;1602.5831;2.0615;2754.91;1658.0702;1.9258
1788.4628;2.1022;1.8293;2.0616;2.09;3036.9816;2860.7186;2941.6773;2996.1093;1592.587;1707.1036;1608.2023;1597.2892;2969.5594;1601.0425;2.0801;3006.1825;1595.9981;2.0932;2944.0626;1606.1317;2.0669;2788.0027;1661.2866;1.9318
1788.6152;2.1038;1.8301;2.063;2.0959;3058.0097;2894.9447;2965.5094;3034.7353;1596.73;1712.1723;1612.4742;1599.6609;3000.0732;1604.648;2.0828;3034.6597;1599.6641;2.0959;2975.9434;1609.7481;2.0696;2823.5142;1665.3706;1.9338
1788.7676;2.0998;1.8313;2.0598;2.1004;3051.3115;2883.5856;2960.2052;3052.8798;1601.1174;1714.0382;1616.5304;1600.8453;3052.996;1600.7714;2.1005;3052.9333;1600.8395;2.1004;3053.0087;1600.7714;2.1005;3053.0287;1600.7714;2.1005
1788.92;2.1035;1.8434;2.0648;2.1035;3058.553;2888.8649;2969.9666;3058.553;1604.2461;1713.674;1619.2059;1604.2461;3058.5159;1604.2007;2.1035;3058.5159;1604.2007;2.1035;3058.5159;1604.2007;2.1035;3058.5159;1604.2007;2.1035
