,ksat,kmin,kdry,mysat,rsat,kmin_fls
0,7807090123.524983,25248040844.581463,6695602545.718664,6222041954.9742985,1777.9107503520536,26252246288.950512
1,7876961945.940852,25248040844.581463,6670470204.961548,6198000459.545429,1777.9107503520536,26252246288.950512
2,7948476765.675852,25248040844.581463,6643050086.831139,6171854094.529778,1777.9107503520536,26252246288.950512
3,8021178970.421755,25248040844.581463,6612796282.615208,6143107391.52243,1777.9107503520536,26252246288.950512
4,8094431992.987915,25248040844.581463,6578924106.308975,6111049809.551462,1777.9107503520536,26252246288.950512
5,8144094377.241478,25248040844.581463,6553240225.409847,6086831879.059135,1777.9107503520536,26252246288.950512
6,8167287946.314241,25248040844.581463,6540239253.9012375,6074602661.952099,1777.9107503520536,26252246288.950512
7,8238208148.337779,25248040844.581463,6494773623.140486,6031993523.986637,1777.9107503520536,26252246288.950512
8,8304360603.472579,25248040844.581463,6438874921.908546,5979944369.4544735,1777.9107503520536,26252246288.950512
